run,competition,variant,k,cum_hours,score,medal,lower_better,file,note,metric_version,grader_sha256,mlebench_version,mlebench_commit
20260809_224437_jigsaw-base-s44,jigsaw-toxic-comment-classification-challenge,uncapped,7,11.79,0.98545,above-med,0,top7ens-total_run_time11.79h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260809_224437_jigsaw-base-s44,jigsaw-toxic-comment-classification-challenge,uncapped,8,12.37,0.98518,above-med,0,top8ens-total_run_time12.37h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260809_224437_jigsaw-base-s44,jigsaw-toxic-comment-classification-challenge,uncapped,9,12.95,0.98491,above-med,0,top9ens-total_run_time12.95h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260809_224437_jigsaw-kb-s44,jigsaw-toxic-comment-classification-challenge,capped,1,0.41,0.98021,-,0,top1ens-total_run_time0.41h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260809_224437_jigsaw-kb-s44,jigsaw-toxic-comment-classification-challenge,capped,2,1.21,0.98019,-,0,top2ens-total_run_time1.21h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260809_224437_jigsaw-kb-s44,jigsaw-toxic-comment-classification-challenge,capped,3,2.0,0.97915,-,0,top3ens-total_run_time2.0h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260809_224437_jigsaw-kb-s44,jigsaw-toxic-comment-classification-challenge,capped,4,3.25,0.97895,-,0,top4ens-total_run_time3.25h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260809_224437_jigsaw-kb-s44,jigsaw-toxic-comment-classification-challenge,capped,6,4.22,0.97659,-,0,top6ens-total_run_time4.22h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260809_224437_jigsaw-kb-s44,jigsaw-toxic-comment-classification-challenge,uncapped,1,0.41,0.98021,-,0,top1ens-total_run_time0.41h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260809_224437_jigsaw-kb-s44,jigsaw-toxic-comment-classification-challenge,uncapped,2,1.21,0.98019,-,0,top2ens-total_run_time1.21h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260809_224437_jigsaw-kb-s44,jigsaw-toxic-comment-classification-challenge,uncapped,3,2.0,0.97915,-,0,top3ens-total_run_time2.0h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260809_224437_jigsaw-kb-s44,jigsaw-toxic-comment-classification-challenge,uncapped,4,3.25,0.97895,-,0,top4ens-total_run_time3.25h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260809_224437_jigsaw-kb-s44,jigsaw-toxic-comment-classification-challenge,uncapped,5,4.03,0.9778,-,0,top5ens-total_run_time4.03h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260809_224437_jigsaw-kb-s44,jigsaw-toxic-comment-classification-challenge,uncapped,6,4.22,0.97659,-,0,top6ens-total_run_time4.22h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260809_224437_jigsaw-kb-s44,jigsaw-toxic-comment-classification-challenge,uncapped,7,8.95,0.97554,-,0,top7ens-total_run_time8.95h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223018_jigsaw-kbimp-s42,jigsaw-toxic-comment-classification-challenge,capped,1,3.47,0.98618,above-med,0,top1ens-total_run_time3.47h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223018_jigsaw-kbimp-s42,jigsaw-toxic-comment-classification-challenge,capped,2,7.34,0.9865,bronze,0,top2ens-total_run_time7.34h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223018_jigsaw-kbimp-s42,jigsaw-toxic-comment-classification-challenge,capped,3,7.83,0.98727,silver,0,top3ens-total_run_time7.83h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223018_jigsaw-kbimp-s42,jigsaw-toxic-comment-classification-challenge,uncapped,1,3.47,0.98618,above-med,0,top1ens-total_run_time3.47h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223018_jigsaw-kbimp-s42,jigsaw-toxic-comment-classification-challenge,uncapped,2,7.34,0.9865,bronze,0,top2ens-total_run_time7.34h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223018_jigsaw-kbimp-s42,jigsaw-toxic-comment-classification-challenge,uncapped,3,7.83,0.98727,silver,0,top3ens-total_run_time7.83h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223018_jigsaw-kbimp-s42,jigsaw-toxic-comment-classification-challenge,uncapped,4,9.1,0.98734,silver,0,top4ens-total_run_time9.1h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223018_jigsaw-kbimp-s42,jigsaw-toxic-comment-classification-challenge,uncapped,5,9.76,0.9873,silver,0,top5ens-total_run_time9.76h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223018_jigsaw-kbimp-s42,jigsaw-toxic-comment-classification-challenge,uncapped,6,9.95,0.98717,silver,0,top6ens-total_run_time9.95h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223018_jigsaw-kbimp-s42,jigsaw-toxic-comment-classification-challenge,uncapped,7,10.15,0.98694,silver,0,top7ens-total_run_time10.15h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223018_jigsaw-kbimp-s42,jigsaw-toxic-comment-classification-challenge,uncapped,8,10.36,0.98663,bronze,0,top8ens-total_run_time10.36h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223028_jigsaw-kbfix-s42,jigsaw-toxic-comment-classification-challenge,capped,1,0.33,0.98005,-,0,top1ens-total_run_time0.33h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223028_jigsaw-kbfix-s42,jigsaw-toxic-comment-classification-challenge,capped,2,2.05,0.98126,above-med,0,top2ens-total_run_time2.05h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223028_jigsaw-kbfix-s42,jigsaw-toxic-comment-classification-challenge,capped,3,2.51,0.98139,above-med,0,top3ens-total_run_time2.51h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223028_jigsaw-kbfix-s42,jigsaw-toxic-comment-classification-challenge,capped,4,2.72,0.98112,above-med,0,top4ens-total_run_time2.72h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223028_jigsaw-kbfix-s42,jigsaw-toxic-comment-classification-challenge,uncapped,1,0.33,0.98005,-,0,top1ens-total_run_time0.33h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223028_jigsaw-kbfix-s42,jigsaw-toxic-comment-classification-challenge,uncapped,2,2.05,0.98126,above-med,0,top2ens-total_run_time2.05h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223028_jigsaw-kbfix-s42,jigsaw-toxic-comment-classification-challenge,uncapped,3,2.51,0.98139,above-med,0,top3ens-total_run_time2.51h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260812_223028_jigsaw-kbfix-s42,jigsaw-toxic-comment-classification-challenge,uncapped,4,2.72,0.98112,above-med,0,top4ens-total_run_time2.72h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215854_jigsaw-kbimp-s43,jigsaw-toxic-comment-classification-challenge,capped,1,2.11,0.97806,-,0,top1ens-total_run_time2.11h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215854_jigsaw-kbimp-s43,jigsaw-toxic-comment-classification-challenge,capped,2,4.71,0.9802,-,0,top2ens-total_run_time4.71h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215854_jigsaw-kbimp-s43,jigsaw-toxic-comment-classification-challenge,capped,3,6.0,0.98136,above-med,0,top3ens-total_run_time6.0h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215854_jigsaw-kbimp-s43,jigsaw-toxic-comment-classification-challenge,capped,4,7.27,0.98147,above-med,0,top4ens-total_run_time7.27h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215854_jigsaw-kbimp-s43,jigsaw-toxic-comment-classification-challenge,capped,6,8.94,0.98148,above-med,0,top6ens-total_run_time8.94h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215854_jigsaw-kbimp-s43,jigsaw-toxic-comment-classification-challenge,uncapped,10,11.13,0.97911,-,0,top10ens-total_run_time11.13h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215854_jigsaw-kbimp-s43,jigsaw-toxic-comment-classification-challenge,uncapped,11,11.66,0.97845,-,0,top11ens-total_run_time11.66h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215854_jigsaw-kbimp-s43,jigsaw-toxic-comment-classification-challenge,uncapped,12,14.32,0.97807,-,0,top12ens-total_run_time14.32h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215854_jigsaw-kbimp-s43,jigsaw-toxic-comment-classification-challenge,uncapped,1,2.11,0.97806,-,0,top1ens-total_run_time2.11h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215854_jigsaw-kbimp-s43,jigsaw-toxic-comment-classification-challenge,uncapped,2,4.71,0.9802,-,0,top2ens-total_run_time4.71h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215854_jigsaw-kbimp-s43,jigsaw-toxic-comment-classification-challenge,uncapped,3,6.0,0.98136,above-med,0,top3ens-total_run_time6.0h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215854_jigsaw-kbimp-s43,jigsaw-toxic-comment-classification-challenge,uncapped,4,7.27,0.98147,above-med,0,top4ens-total_run_time7.27h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215854_jigsaw-kbimp-s43,jigsaw-toxic-comment-classification-challenge,uncapped,5,8.52,0.98149,above-med,0,top5ens-total_run_time8.52h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215854_jigsaw-kbimp-s43,jigsaw-toxic-comment-classification-challenge,uncapped,6,8.94,0.98148,above-med,0,top6ens-total_run_time8.94h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215854_jigsaw-kbimp-s43,jigsaw-toxic-comment-classification-challenge,uncapped,7,9.79,0.98151,above-med,0,top7ens-total_run_time9.79h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215854_jigsaw-kbimp-s43,jigsaw-toxic-comment-classification-challenge,uncapped,8,10.59,0.98156,above-med,0,top8ens-total_run_time10.59h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215854_jigsaw-kbimp-s43,jigsaw-toxic-comment-classification-challenge,uncapped,9,10.86,0.98012,-,0,top9ens-total_run_time10.86h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215855_jigsaw-kbfix-s43,jigsaw-toxic-comment-classification-challenge,capped,1,0.39,0.97229,-,0,top1ens-total_run_time0.39h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215855_jigsaw-kbfix-s43,jigsaw-toxic-comment-classification-challenge,capped,2,0.8,0.97229,-,0,top2ens-total_run_time0.8h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215855_jigsaw-kbfix-s43,jigsaw-toxic-comment-classification-challenge,capped,3,0.98,,,0,top3ens-total_run_time0.98h.csv,ValueError: Grader returned no finite score,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215855_jigsaw-kbfix-s43,jigsaw-toxic-comment-classification-challenge,capped,4,1.21,,,0,top4ens-total_run_time1.21h.csv,ValueError: Grader returned no finite score,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215855_jigsaw-kbfix-s43,jigsaw-toxic-comment-classification-challenge,capped,6,1.77,,,0,top6ens-total_run_time1.77h.csv,ValueError: Grader returned no finite score,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215855_jigsaw-kbfix-s43,jigsaw-toxic-comment-classification-challenge,uncapped,1,0.39,0.97229,-,0,top1ens-total_run_time0.39h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215855_jigsaw-kbfix-s43,jigsaw-toxic-comment-classification-challenge,uncapped,2,0.8,0.97229,-,0,top2ens-total_run_time0.8h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215855_jigsaw-kbfix-s43,jigsaw-toxic-comment-classification-challenge,uncapped,3,0.98,,,0,top3ens-total_run_time0.98h.csv,ValueError: Grader returned no finite score,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215855_jigsaw-kbfix-s43,jigsaw-toxic-comment-classification-challenge,uncapped,4,1.21,,,0,top4ens-total_run_time1.21h.csv,ValueError: Grader returned no finite score,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215855_jigsaw-kbfix-s43,jigsaw-toxic-comment-classification-challenge,uncapped,5,1.57,,,0,top5ens-total_run_time1.57h.csv,ValueError: Grader returned no finite score,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215855_jigsaw-kbfix-s43,jigsaw-toxic-comment-classification-challenge,uncapped,6,1.77,,,0,top6ens-total_run_time1.77h.csv,ValueError: Grader returned no finite score,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260813_215855_jigsaw-kbfix-s43,jigsaw-toxic-comment-classification-challenge,uncapped,7,2.18,,,0,top7ens-total_run_time2.18h.csv,ValueError: Grader returned no finite score,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201238_jigsaw-kbimp-s44,jigsaw-toxic-comment-classification-challenge,capped,1,7.56,0.98344,above-med,0,top1ens-total_run_time7.56h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201238_jigsaw-kbimp-s44,jigsaw-toxic-comment-classification-challenge,capped,2,7.99,0.98343,above-med,0,top2ens-total_run_time7.99h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201238_jigsaw-kbimp-s44,jigsaw-toxic-comment-classification-challenge,capped,3,8.35,0.98278,above-med,0,top3ens-total_run_time8.35h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201238_jigsaw-kbimp-s44,jigsaw-toxic-comment-classification-challenge,uncapped,1,7.56,0.98344,above-med,0,top1ens-total_run_time7.56h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201238_jigsaw-kbimp-s44,jigsaw-toxic-comment-classification-challenge,uncapped,2,7.99,0.98343,above-med,0,top2ens-total_run_time7.99h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201238_jigsaw-kbimp-s44,jigsaw-toxic-comment-classification-challenge,uncapped,3,8.35,0.98278,above-med,0,top3ens-total_run_time8.35h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201238_jigsaw-kbimp-s44,jigsaw-toxic-comment-classification-challenge,uncapped,4,9.2,0.98256,above-med,0,top4ens-total_run_time9.2h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201238_jigsaw-kbimp-s44,jigsaw-toxic-comment-classification-challenge,uncapped,5,10.28,0.98246,above-med,0,top5ens-total_run_time10.28h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201239_jigsaw-kbfix-s44,jigsaw-toxic-comment-classification-challenge,capped,1,0.3,0.96869,-,0,top1ens-total_run_time0.3h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201239_jigsaw-kbfix-s44,jigsaw-toxic-comment-classification-challenge,capped,2,0.85,0.96828,-,0,top2ens-total_run_time0.85h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201239_jigsaw-kbfix-s44,jigsaw-toxic-comment-classification-challenge,capped,3,1.8,0.97042,-,0,top3ens-total_run_time1.8h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201239_jigsaw-kbfix-s44,jigsaw-toxic-comment-classification-challenge,capped,4,2.36,0.97104,-,0,top4ens-total_run_time2.36h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201239_jigsaw-kbfix-s44,jigsaw-toxic-comment-classification-challenge,capped,6,7.2,0.97376,-,0,top6ens-total_run_time7.2h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201239_jigsaw-kbfix-s44,jigsaw-toxic-comment-classification-challenge,uncapped,1,0.3,0.96869,-,0,top1ens-total_run_time0.3h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201239_jigsaw-kbfix-s44,jigsaw-toxic-comment-classification-challenge,uncapped,2,0.85,0.96828,-,0,top2ens-total_run_time0.85h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201239_jigsaw-kbfix-s44,jigsaw-toxic-comment-classification-challenge,uncapped,3,1.8,0.97042,-,0,top3ens-total_run_time1.8h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201239_jigsaw-kbfix-s44,jigsaw-toxic-comment-classification-challenge,uncapped,4,2.36,0.97104,-,0,top4ens-total_run_time2.36h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201239_jigsaw-kbfix-s44,jigsaw-toxic-comment-classification-challenge,uncapped,5,3.8,0.9735,-,0,top5ens-total_run_time3.8h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201239_jigsaw-kbfix-s44,jigsaw-toxic-comment-classification-challenge,uncapped,6,7.2,0.97376,-,0,top6ens-total_run_time7.2h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201239_jigsaw-kbfix-s44,jigsaw-toxic-comment-classification-challenge,uncapped,7,8.58,0.97352,-,0,top7ens-total_run_time8.58h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201239_jigsaw-kbfix-s44,jigsaw-toxic-comment-classification-challenge,uncapped,8,13.1,0.97323,-,0,top8ens-total_run_time13.1h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_201239_jigsaw-kbfix-s44,jigsaw-toxic-comment-classification-challenge,uncapped,9,13.29,0.97304,-,0,top9ens-total_run_time13.29h.csv,,mlebench-unmodified,01f608d55ff5df1ae6400e45873c67dc18e07feb6e14be76601e9b34b9548051,1.0.0,
20260814_223034_essay-base,learning-agency-lab-automated-essay-scoring-2,capped,1,0.12,0.78021,-,0,top1ens-total_run_time0.12h.csv,,mlebench-unmodified,0678a57d8c427d98ed185ba619de237a49b0e467a3e3f6c2746d0ef9d5253b06,1.0.0,
20260814_223034_essay-base,learning-agency-lab-automated-essay-scoring-2,uncapped,1,0.12,0.78021,-,0,top1ens-total_run_time0.12h.csv,,mlebench-unmodified,0678a57d8c427d98ed185ba619de237a49b0e467a3e3f6c2746d0ef9d5253b06,1.0.0,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,capped,1,0.42,0.83184,above-med,0,top1ens-total_run_time0.42h.csv,,mlebench-unmodified,0678a57d8c427d98ed185ba619de237a49b0e467a3e3f6c2746d0ef9d5253b06,1.0.0,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,capped,2,0.67,0.83184,above-med,0,top2ens-total_run_time0.67h.csv,,mlebench-unmodified,0678a57d8c427d98ed185ba619de237a49b0e467a3e3f6c2746d0ef9d5253b06,1.0.0,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,capped,3,0.76,0.83184,above-med,0,top3ens-total_run_time0.76h.csv,,mlebench-unmodified,0678a57d8c427d98ed185ba619de237a49b0e467a3e3f6c2746d0ef9d5253b06,1.0.0,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,capped,4,0.85,0.83197,above-med,0,top4ens-total_run_time0.85h.csv,,mlebench-unmodified,0678a57d8c427d98ed185ba619de237a49b0e467a3e3f6c2746d0ef9d5253b06,1.0.0,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,capped,6,1.85,0.8292,above-med,0,top6ens-total_run_time1.85h.csv,,mlebench-unmodified,0678a57d8c427d98ed185ba619de237a49b0e467a3e3f6c2746d0ef9d5253b06,1.0.0,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,uncapped,1,0.42,0.83184,above-med,0,top1ens-total_run_time0.42h.csv,,mlebench-unmodified,0678a57d8c427d98ed185ba619de237a49b0e467a3e3f6c2746d0ef9d5253b06,1.0.0,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,uncapped,2,0.67,0.83184,above-med,0,top2ens-total_run_time0.67h.csv,,mlebench-unmodified,0678a57d8c427d98ed185ba619de237a49b0e467a3e3f6c2746d0ef9d5253b06,1.0.0,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,uncapped,3,0.76,0.83184,above-med,0,top3ens-total_run_time0.76h.csv,,mlebench-unmodified,0678a57d8c427d98ed185ba619de237a49b0e467a3e3f6c2746d0ef9d5253b06,1.0.0,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,uncapped,4,0.85,0.83197,above-med,0,top4ens-total_run_time0.85h.csv,,mlebench-unmodified,0678a57d8c427d98ed185ba619de237a49b0e467a3e3f6c2746d0ef9d5253b06,1.0.0,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,uncapped,5,0.92,0.83109,above-med,0,top5ens-total_run_time0.92h.csv,,mlebench-unmodified,0678a57d8c427d98ed185ba619de237a49b0e467a3e3f6c2746d0ef9d5253b06,1.0.0,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,uncapped,6,1.85,0.8292,above-med,0,top6ens-total_run_time1.85h.csv,,mlebench-unmodified,0678a57d8c427d98ed185ba619de237a49b0e467a3e3f6c2746d0ef9d5253b06,1.0.0,
20260814_223832_essay-kb,learning-agency-lab-automated-essay-scoring-2,capped,1,2.82,0.83909,gold,0,top1ens-total_run_time2.82h.csv,,mlebench-unmodified,0678a57d8c427d98ed185ba619de237a49b0e467a3e3f6c2746d0ef9d5253b06,1.0.0,
20260814_223832_essay-kb,learning-agency-lab-automated-essay-scoring-2,capped,2,6.75,0.83909,gold,0,top2ens-total_run_time6.75h.csv,,mlebench-unmodified,0678a57d8c427d98ed185ba619de237a49b0e467a3e3f6c2746d0ef9d5253b06,1.0.0,
